"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","B1GVB_E","Industry, including energy (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,292824.614,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,88977.009,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,78820.48,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,76706.401,,
"BRA","Brazil","B1GVF","Construction (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,66582.274,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,61889.666,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,62485.08,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,75538.572,,
"BRA","Brazil","D12VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,69694.354,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,129136.864,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,129396.862,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,148443.807,,
"BRA","Brazil","D11VG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,135664.393,,
"BRA","Brazil","D11VK","Financial and insurance activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,33231.794,,
"BRA","Brazil","D11VK","Financial and insurance activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,34615.913,,
"BRA","Brazil","D11VK","Financial and insurance activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,39232.755,,
"BRA","Brazil","D11VK","Financial and insurance activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,34792.03,,
"BRA","Brazil","D1VL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,2017.792,,
"BRA","Brazil","D1VL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,2063.693,,
"BRA","Brazil","D1VL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,2561.267,,
"BRA","Brazil","D1VL","Real estate activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,2168.412,,
"BRA","Brazil","D11VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,54399.219,,
"BRA","Brazil","D11VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,54839.82,,
"BRA","Brazil","D11VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,61395.202,,
"BRA","Brazil","D11VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,56491.479,,
"BRA","Brazil","D1VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,280846.665,,
"BRA","Brazil","D1VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,284591.465,,
"BRA","Brazil","D1VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,331380.114,,
"BRA","Brazil","D1VO_Q","Public admin.; compulsory s.s.; education; human health (ISIC rev4)","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,306051.026,,
"BRA","Brazil","D12","Employers' social contributions","CXC","Current prices, current exchange rates","2015","2015","USD","US Dollar","6","Millions",,,163867.649,,
"BRA","Brazil","D12","Employers' social contributions","CXC","Current prices, current exchange rates","2016","2016","USD","US Dollar","6","Millions",,,164162.861,,
"BRA","Brazil","D12","Employers' social contributions","CXC","Current prices, current exchange rates","2017","2017","USD","US Dollar","6","Millions",,,190569.659,,
"BRA","Brazil","D12","Employers' social contributions","CXC","Current prices, current exchange rates","2018","2018","USD","US Dollar","6","Millions",,,173373.092,,
"BRA","Brazil","P3_P5","Domestic demand","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1822995.885,,
"BRA","Brazil","P3_P5","Domestic demand","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1876901.252,,
"BRA","Brazil","P3_P5","Domestic demand","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1965244.939,,
"BRA","Brazil","P3_P5","Domestic demand","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",2097012.176,,
"BRA","Brazil","P51","Gross fixed capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",321439.055,,
"BRA","Brazil","P51","Gross fixed capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",292545.528,,
"BRA","Brazil","P51","Gross fixed capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",288189.527,,
"BRA","Brazil","P51","Gross fixed capital formation","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",317835.705,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1126533.729,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1184046.052,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1249255.02,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1329628.835,,
"BRA","Brazil","D11VC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",93826.562,,
"BRA","Brazil","D11VC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",95022.268,,
"BRA","Brazil","D11VC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",97710.052,,
"BRA","Brazil","D11VC","of which: Manufacturing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",101083.158,,
"BRA","Brazil","P7","Imports of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",253272.683,,
"BRA","Brazil","P7","Imports of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",227394.573,,
"BRA","Brazil","P7","Imports of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",233591.625,,
"BRA","Brazil","P7","Imports of goods and services","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",299820.459,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",252542.876,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",255344.279,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",274595.508,,
"BRA","Brazil","D21_D31","Taxes less subsidies on products","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",298472.96,,
"BRA","Brazil","D12VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",4982.409,,
"BRA","Brazil","D12VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",5437.187,,
"BRA","Brazil","D12VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",5650.598,,
"BRA","Brazil","D12VJ","Information and communication (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",5925.328,,
"BRA","Brazil","D1VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",14971.876,,
"BRA","Brazil","D1VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",16793.389,,
"BRA","Brazil","D1VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",17623.891,,
"BRA","Brazil","D1VA","Agriculture, forestry and fishing (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",17682.504,,
"BRA","Brazil","D11VB_E","Industry, including energy (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",108456.679,,
"BRA","Brazil","D11VB_E","Industry, including energy (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",110717.339,,
"BRA","Brazil","D11VB_E","Industry, including energy (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",112829.212,,
"BRA","Brazil","D11VB_E","Industry, including energy (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",117316.567,,
"BRA","Brazil","D1VF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",38056.098,,
"BRA","Brazil","D1VF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",33811.311,,
"BRA","Brazil","D1VF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",31238.65,,
"BRA","Brazil","D1VF","Construction (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",31431.622,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",109898.86,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",95497.485,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",102582.75,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",128234.825,,
"BRA","Brazil","P51N112","Intellectual property product","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",35756.363,,
"BRA","Brazil","P51N112","Intellectual property product","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",33965.208,,
"BRA","Brazil","P51N112","Intellectual property product","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",36539.674,,
"BRA","Brazil","P51N112","Intellectual property product","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",39531.043,,
"BRA","Brazil","D1VK","Financial and insurance activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",43055.941,,
"BRA","Brazil","D1VK","Financial and insurance activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",47120.681,,
"BRA","Brazil","D1VK","Financial and insurance activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",48918.448,,
"BRA","Brazil","D1VK","Financial and insurance activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",49660.88,,
"BRA","Brazil","D11VL","Real estate activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1616.518,,
"BRA","Brazil","D11VL","Real estate activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1720.218,,
"BRA","Brazil","D11VL","Real estate activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1936.034,,
"BRA","Brazil","D11VL","Real estate activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1879.525,,
"BRA","Brazil","D1VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",67436.263,,
"BRA","Brazil","D1VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",71522.945,,
"BRA","Brazil","D1VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",73388.944,,
"BRA","Brazil","D1VM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",77181.359,,
"BRA","Brazil","D11","Wages and salaries","VXCOB","Current prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",639287.384,,
"BRA","Brazil","D11","Wages and salaries","VXCOB","Current prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",670079.973,,
"BRA","Brazil","D11","Wages and salaries","VXCOB","Current prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",695047.027,,
"BRA","Brazil","D11","Wages and salaries","VXCOB","Current prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",728093.663,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1549669.124,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1504726.444,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1523598.887,,
"BRA","Brazil","B1G_P119","Gross value added at basic prices, excluding FISIM","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1496105.788,,
"BRA","Brazil","P6","Exports of goods and services","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",232488.798,,
"BRA","Brazil","P6","Exports of goods and services","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",234495.468,,
"BRA","Brazil","P6","Exports of goods and services","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",246006.366,,
"BRA","Brazil","P6","Exports of goods and services","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",255977.21,,
"BRA","Brazil","P3","Final consumption expenditure","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1509201.475,,
"BRA","Brazil","P3","Final consumption expenditure","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1465719.011,,
"BRA","Brazil","P3","Final consumption expenditure","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1485362.003,,
"BRA","Brazil","P3","Final consumption expenditure","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1514918.352,,
"BRA","Brazil","B1GVK","Financial and insurance activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",109794.559,,
"BRA","Brazil","B1GVK","Financial and insurance activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",106043.925,,
"BRA","Brazil","B1GVK","Financial and insurance activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",104828.312,,
"BRA","Brazil","B1GVK","Financial and insurance activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",105878.883,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",149954.415,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",150206,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",152199.983,,
"BRA","Brazil","B1GVL","Real estate activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",157245.825,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",124185.415,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",123057.038,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",122833.089,,
"BRA","Brazil","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",126883.777,,
"BRA","Brazil","P3_P5","Domestic demand","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,3049522.301,,
"BRA","Brazil","P3_P5","Domestic demand","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,2927347.355,,
"BRA","Brazil","P3_P5","Domestic demand","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,2997025.601,,
"BRA","Brazil","P3_P5","Domestic demand","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,3133930.907,,
"BRA","Brazil","P51","Gross fixed capital formation","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,537705.858,,
"BRA","Brazil","P51","Gross fixed capital formation","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,456274.606,,
"BRA","Brazil","P51","Gross fixed capital formation","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,439492.998,,
"BRA","Brazil","P51","Gross fixed capital formation","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,474997.308,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,1884474.758,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,1846721.598,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,1905131.112,,
"BRA","Brazil","P31S14","Final consumption expenditure of households","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,1987096.188,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,596222.639,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,598966.751,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,608628.625,,
"BRA","Brazil","P3S13","Final consumption expenditure of general government","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,625963.321,,
"BRA","Brazil","P7","Imports of goods and services","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,423676.599,,
"BRA","Brazil","P7","Imports of goods and services","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,354660.587,,
"BRA","Brazil","P7","Imports of goods and services","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,356230.445,,
"BRA","Brazil","P7","Imports of goods and services","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,448073.986,,
"BRA","Brazil","P51N1113O","Other machinery and equipment and weapon system, SNA08","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,100229.578,,
"BRA","Brazil","P51N1113O","Other machinery and equipment and weapon system, SNA08","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,83131.838,,
"BRA","Brazil","P51N1113O","Other machinery and equipment and weapon system, SNA08","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,81511.968,,
"BRA","Brazil","P51N1113O","Other machinery and equipment and weapon system, SNA08","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,91241.472,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","CPC","Current prices, current PPPs","2015","2015","USD","US Dollar","6","Millions",,,183839.705,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","CPC","Current prices, current PPPs","2016","2016","USD","US Dollar","6","Millions",,,148944.601,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","CPC","Current prices, current PPPs","2017","2017","USD","US Dollar","6","Millions",,,156440.106,,
"BRA","Brazil","P51N1113","Machinery and equipment and weapon system","CPC","Current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,191643.656,,
"BRA","Brazil","P51N11131","Transport equipment","VPCOB","Current prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",52504.153,,
"BRA","Brazil","P51N11131","Transport equipment","VPCOB","Current prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",43796.954,,
"BRA","Brazil","P51N11131","Transport equipment","VPCOB","Current prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",52101.4,,
"BRA","Brazil","P51N11131","Transport equipment","VPCOB","Current prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",78679.047,,
"BRA","Brazil","P3","Final consumption expenditure","VPCOB","Current prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",2524604.466,,
"BRA","Brazil","P3","Final consumption expenditure","VPCOB","Current prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",2667811.415,,
"BRA","Brazil","P3","Final consumption expenditure","VPCOB","Current prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",2803186.56,,
"BRA","Brazil","P3","Final consumption expenditure","VPCOB","Current prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",2976286.699,,
"BRA","Brazil","P51N1113I","ICT equipment, SNA08","VPCOB","Current prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",31105.974,,
"BRA","Brazil","P51N1113I","ICT equipment, SNA08","VPCOB","Current prices, constant PPPs, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",26789.834,,
"BRA","Brazil","P51N1113I","ICT equipment, SNA08","VPCOB","Current prices, constant PPPs, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",30088.282,,
"BRA","Brazil","P51N1113I","ICT equipment, SNA08","VPCOB","Current prices, constant PPPs, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",33704.005,,
"BRA","Brazil","P31S14_S15","Households and Non-profit institutions serving households","VPVOB","Constant prices, constant PPPs, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1928381.828,,
