"COUNTRY","Country","COMMODITY","Commodity","VARIABLE","Variable","TIME","Time","Value","Flag Codes","Flags"
"BRA","Brazil","SH","Sheepmeat(cwe)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",88.0717727,,
"BRA","Brazil","SH","Sheepmeat(cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2015","2015",0,,
"BRA","Brazil","SH","Sheepmeat(cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2016","2016",0,,
"BRA","Brazil","SH","Sheepmeat(cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2017","2017",0,,
"BRA","Brazil","SH","Sheepmeat(cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2018","2018",0,,
"BRA","Brazil","SH","Sheepmeat(cwe)","ST","Ending stocks, kt (for Biofuels in millions of litres)","2019","2019",0,,
"BRA","Brazil","SH","Sheepmeat(cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",0.458050256,,
"BRA","Brazil","SH","Sheepmeat(cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",0.358710143,,
"BRA","Brazil","SH","Sheepmeat(cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",0.266954196,,
"BRA","Brazil","SH","Sheepmeat(cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",0.169504253,,
"BRA","Brazil","SH","Sheepmeat(cwe)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",0.104016448,,
"BRA","Brazil","SH","Sheepmeat(cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",-5.292999875,,
"BRA","Brazil","SH","Sheepmeat(cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",-5.472746945,,
"BRA","Brazil","SH","Sheepmeat(cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",-5.634556205,,
"BRA","Brazil","SH","Sheepmeat(cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",-5.80664818,,
"BRA","Brazil","SH","Sheepmeat(cwe)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",-5.944744304,,
"BRA","Brazil","SH","Sheepmeat(cwe)","FO","Food, kt","2015","2015",85.80860521,,
"BRA","Brazil","SH","Sheepmeat(cwe)","FO","Food, kt","2016","2016",86.39120804,,
"BRA","Brazil","SH","Sheepmeat(cwe)","FO","Food, kt","2017","2017",86.95587307,,
"BRA","Brazil","SH","Sheepmeat(cwe)","FO","Food, kt","2018","2018",87.5308208,,
"BRA","Brazil","SH","Sheepmeat(cwe)","FO","Food, kt","2019","2019",88.0717727,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",12354.22736,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",13286.40921,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",13794.67261,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",14618.92663,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",15195.49891,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PC","Consumption per capita, kg","2015","2015",0.371440321,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PC","Consumption per capita, kg","2016","2016",0.371161865,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PC","Consumption per capita, kg","2017","2017",0.370908448,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PC","Consumption per capita, kg","2018","2018",0.370797751,,
"BRA","Brazil","SH","Sheepmeat(cwe)","PC","Consumption per capita, kg","2019","2019",0.370636291,,
"BRA","Brazil","MK","Milk","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",34685.47714,,
"BRA","Brazil","MK","Milk","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",35314.19724,,
"BRA","Brazil","MK","Milk","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",35936.03169,,
"BRA","Brazil","MK","Milk","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",36563.28424,,
"BRA","Brazil","MK","Milk","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",37190.53448,,
"BRA","Brazil","MK","Milk","CI","Cow inventory, 000 hd","2015","2015",24994.47708,,
"BRA","Brazil","MK","Milk","CI","Cow inventory, 000 hd","2016","2016",25385.26669,,
"BRA","Brazil","MK","Milk","CI","Cow inventory, 000 hd","2017","2017",25790.84128,,
"BRA","Brazil","MK","Milk","CI","Cow inventory, 000 hd","2018","2018",26193.539,,
"BRA","Brazil","MK","Milk","CI","Cow inventory, 000 hd","2019","2019",26600.32004,,
"BRA","Brazil","MK","Milk","YLD","Yield","2015","2015",1.387725657,,
"BRA","Brazil","MK","Milk","YLD","Yield","2016","2016",1.391129653,,
"BRA","Brazil","MK","Milk","YLD","Yield","2017","2017",1.393364075,,
"BRA","Brazil","MK","Milk","YLD","Yield","2018","2018",1.395889431,,
"BRA","Brazil","MK","Milk","YLD","Yield","2019","2019",1.398123572,,
"BRA","Brazil","MK","Milk","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",799.8717681,,
"BRA","Brazil","MK","Milk","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",831.9877124,,
"BRA","Brazil","MK","Milk","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",865.3720103,,
"BRA","Brazil","MK","Milk","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",897.6743476,,
"BRA","Brazil","MK","Milk","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",932.2099111,,
"BRA","Brazil","FDP","Fresh dairy products","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",15803.50906,,
"BRA","Brazil","FDP","Fresh dairy products","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",16069.34673,,
"BRA","Brazil","FDP","Fresh dairy products","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",16341.32306,,
"BRA","Brazil","FDP","Fresh dairy products","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",16609.21666,,
"BRA","Brazil","FDP","Fresh dairy products","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",16876.25654,,
"BRA","Brazil","FDP","Fresh dairy products","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",3.058643953,,
"BRA","Brazil","FDP","Fresh dairy products","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",4.140903332,,
"BRA","Brazil","FDP","Fresh dairy products","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",5.086718205,,
"BRA","Brazil","FDP","Fresh dairy products","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",5.229701196,,
"BRA","Brazil","FDP","Fresh dairy products","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",5.840939526,,
"BRA","Brazil","FDP","Fresh dairy products","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",15806.4755,,
"BRA","Brazil","FDP","Fresh dairy products","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",16073.39543,,
"BRA","Brazil","FDP","Fresh dairy products","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",16346.31758,,
"BRA","Brazil","FDP","Fresh dairy products","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",16614.35416,,
"BRA","Brazil","FDP","Fresh dairy products","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",16882.00528,,
"BRA","Brazil","FDP","Fresh dairy products","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",0.092201857,,
"BRA","Brazil","FDP","Fresh dairy products","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",0.092201857,,
"BRA","Brazil","FDP","Fresh dairy products","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",0.092201857,,
"BRA","Brazil","FDP","Fresh dairy products","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",0.092201857,,
"BRA","Brazil","FDP","Fresh dairy products","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",0.092201857,,
"BRA","Brazil","FDP","Fresh dairy products","FO","Food, kt","2015","2015",15806.4755,,
"BRA","Brazil","FDP","Fresh dairy products","FO","Food, kt","2016","2016",16073.39543,,
"BRA","Brazil","FDP","Fresh dairy products","FO","Food, kt","2017","2017",16346.31758,,
"BRA","Brazil","FDP","Fresh dairy products","FO","Food, kt","2018","2018",16614.35416,,
"BRA","Brazil","FDP","Fresh dairy products","FO","Food, kt","2019","2019",16882.00528,,
"BRA","Brazil","FDP","Fresh dairy products","PC","Consumption per capita, kg","2015","2015",77.75182172,,
"BRA","Brazil","FDP","Fresh dairy products","PC","Consumption per capita, kg","2016","2016",78.47272944,,
"BRA","Brazil","FDP","Fresh dairy products","PC","Consumption per capita, kg","2017","2017",79.23281122,,
"BRA","Brazil","FDP","Fresh dairy products","PC","Consumption per capita, kg","2018","2018",79.97916793,,
"BRA","Brazil","FDP","Fresh dairy products","PC","Consumption per capita, kg","2019","2019",80.73327366,,
"BRA","Brazil","BT","Butter (pw)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",85.43533992,,
"BRA","Brazil","BT","Butter (pw)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",86.75503117,,
"BRA","Brazil","BT","Butter (pw)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",88.20473634,,
"BRA","Brazil","BT","Butter (pw)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",89.60804754,,
"BRA","Brazil","BT","Butter (pw)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",90.97872739,,
"BRA","Brazil","BT","Butter (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",2.002726055,,
"BRA","Brazil","BT","Butter (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",2.519179299,,
"BRA","Brazil","BT","Butter (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",2.887031198,,
"BRA","Brazil","BT","Butter (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",2.535864183,,
"BRA","Brazil","BT","Butter (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",2.334365761,,
"BRA","Brazil","BT","Butter (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",85.9654236,,
"BRA","Brazil","BT","Butter (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",88.03541835,,
"BRA","Brazil","BT","Butter (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",89.93490049,,
"BRA","Brazil","BT","Butter (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",90.84116527,,
"BRA","Brazil","BT","Butter (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",92.09011906,,
"BRA","Brazil","BT","Butter (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",1.472642376,,
"BRA","Brazil","BT","Butter (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",1.238792118,,
"BRA","Brazil","BT","Butter (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",1.156867045,,
"BRA","Brazil","BT","Butter (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",1.302746457,,
"BRA","Brazil","BT","Butter (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",1.22297409,,
"BRA","Brazil","BT","Butter (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",-0.530083679,,
"BRA","Brazil","BT","Butter (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",-1.280387182,,
"BRA","Brazil","BT","Butter (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",-1.730164153,,
"BRA","Brazil","BT","Butter (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",-1.233117726,,
"BRA","Brazil","BT","Butter (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",-1.111391671,,
"BRA","Brazil","BT","Butter (pw)","FO","Food, kt","2015","2015",85.9654236,,
"BRA","Brazil","BT","Butter (pw)","FO","Food, kt","2016","2016",88.03541835,,
"BRA","Brazil","BT","Butter (pw)","FO","Food, kt","2017","2017",89.93490049,,
"BRA","Brazil","BT","Butter (pw)","FO","Food, kt","2018","2018",90.84116527,,
"BRA","Brazil","BT","Butter (pw)","FO","Food, kt","2019","2019",92.09011906,,
"BRA","Brazil","BT","Butter (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",5553.344755,,
"BRA","Brazil","BT","Butter (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",5899.184082,,
"BRA","Brazil","BT","Butter (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",6340.937906,,
"BRA","Brazil","BT","Butter (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",6559.954826,,
"BRA","Brazil","BT","Butter (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",6719.781676,,
"BRA","Brazil","BT","Butter (pw)","PC","Consumption per capita, kg","2015","2015",0.422862661,,
"BRA","Brazil","BT","Butter (pw)","PC","Consumption per capita, kg","2016","2016",0.429802128,,
"BRA","Brazil","BT","Butter (pw)","PC","Consumption per capita, kg","2017","2017",0.435926621,,
"BRA","Brazil","BT","Butter (pw)","PC","Consumption per capita, kg","2018","2018",0.437296614,,
"BRA","Brazil","BT","Butter (pw)","PC","Consumption per capita, kg","2019","2019",0.440394175,,
"BRA","Brazil","CH","Cheese (pw)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",722.0357483,,
"BRA","Brazil","CH","Cheese (pw)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",735.1405639,,
"BRA","Brazil","CH","Cheese (pw)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",748.1722745,,
"BRA","Brazil","CH","Cheese (pw)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",763.5010665,,
"BRA","Brazil","CH","Cheese (pw)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",775.9277631,,
"BRA","Brazil","CH","Cheese (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",26.08585008,,
"BRA","Brazil","CH","Cheese (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",27.73997804,,
"BRA","Brazil","CH","Cheese (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",25.63060958,,
"BRA","Brazil","CH","Cheese (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",24.25489975,,
"BRA","Brazil","CH","Cheese (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",24.65912641,,
"BRA","Brazil","CH","Cheese (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",744.5326911,,
"BRA","Brazil","CH","Cheese (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",759.2643905,,
"BRA","Brazil","CH","Cheese (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",769.8992235,,
"BRA","Brazil","CH","Cheese (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",783.6752733,,
"BRA","Brazil","CH","Cheese (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",796.3666109,,
"BRA","Brazil","CH","Cheese (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",3.550888049,,
"BRA","Brazil","CH","Cheese (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",3.600156479,,
"BRA","Brazil","CH","Cheese (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",3.896931448,,
"BRA","Brazil","CH","Cheese (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",4.077861982,,
"BRA","Brazil","CH","Cheese (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",4.219087546,,
"BRA","Brazil","CH","Cheese (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",-22.53496203,,
"BRA","Brazil","CH","Cheese (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",-24.13982156,,
"BRA","Brazil","CH","Cheese (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",-21.73367813,,
"BRA","Brazil","CH","Cheese (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",-20.17703777,,
"BRA","Brazil","CH","Cheese (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",-20.44003887,,
"BRA","Brazil","CH","Cheese (pw)","FO","Food, kt","2015","2015",744.5326911,,
"BRA","Brazil","CH","Cheese (pw)","FO","Food, kt","2016","2016",759.2643905,,
"BRA","Brazil","CH","Cheese (pw)","FO","Food, kt","2017","2017",769.8992235,,
"BRA","Brazil","CH","Cheese (pw)","FO","Food, kt","2018","2018",783.6752733,,
"BRA","Brazil","CH","Cheese (pw)","FO","Food, kt","2019","2019",796.3666109,,
"BRA","Brazil","CH","Cheese (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",4729.142635,,
"BRA","Brazil","CH","Cheese (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",4943.997485,,
"BRA","Brazil","CH","Cheese (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",5127.035661,,
"BRA","Brazil","CH","Cheese (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",5328.229447,,
"BRA","Brazil","CH","Cheese (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",5548.285306,,
"BRA","Brazil","CH","Cheese (pw)","PC","Consumption per capita, kg","2015","2015",3.662345414,,
"BRA","Brazil","CH","Cheese (pw)","PC","Consumption per capita, kg","2016","2016",3.706842735,,
"BRA","Brazil","CH","Cheese (pw)","PC","Consumption per capita, kg","2017","2017",3.731805623,,
"BRA","Brazil","CH","Cheese (pw)","PC","Consumption per capita, kg","2018","2018",3.772502721,,
"BRA","Brazil","CH","Cheese (pw)","PC","Consumption per capita, kg","2019","2019",3.808391389,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",145.3450277,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",148.2873649,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",151.6224673,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",154.8418785,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",157.8800866,,
"BRA","Brazil","SMP","Skim milk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",27.10715959,,
"BRA","Brazil","SMP","Skim milk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",27.25290186,,
"BRA","Brazil","SMP","Skim milk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",27.30178585,,
"BRA","Brazil","SMP","Skim milk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",27.31818223,,
"BRA","Brazil","SMP","Skim milk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",27.3236818,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",171.0482476,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",174.4125291,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",177.6105865,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",180.9865042,,
"BRA","Brazil","SMP","Skim milk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",184.1642974,,
"BRA","Brazil","SMP","Skim milk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",1.403939662,,
"BRA","Brazil","SMP","Skim milk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",1.127737609,,
"BRA","Brazil","SMP","Skim milk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",1.313666734,,
"BRA","Brazil","SMP","Skim milk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",1.173556488,,
"BRA","Brazil","SMP","Skim milk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",1.039471018,,
"BRA","Brazil","SMP","Skim milk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",-25.70321993,,
"BRA","Brazil","SMP","Skim milk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",-26.12516425,,
"BRA","Brazil","SMP","Skim milk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",-25.98811912,,
"BRA","Brazil","SMP","Skim milk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",-26.14462574,,
"BRA","Brazil","SMP","Skim milk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",-26.28421078,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FE","Feed, kt","2015","2015",45,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FE","Feed, kt","2016","2016",46,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FE","Feed, kt","2017","2017",47,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FE","Feed, kt","2018","2018",48,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FE","Feed, kt","2019","2019",49,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FO","Food, kt","2015","2015",126.0482476,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FO","Food, kt","2016","2016",128.4125291,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FO","Food, kt","2017","2017",130.6105865,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FO","Food, kt","2018","2018",132.9865042,,
"BRA","Brazil","SMP","Skim milk powder (pw)","FO","Food, kt","2019","2019",135.1642974,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",7998.30947,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2016","2016",8566.378275,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2017","2017",8783.164099,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2018","2018",9269.990582,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2019","2019",9823.023584,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PC","Consumption per capita, kg","2015","2015",0.620029486,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PC","Consumption per capita, kg","2016","2016",0.626929245,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PC","Consumption per capita, kg","2017","2017",0.63308717,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PC","Consumption per capita, kg","2018","2018",0.640178357,,
"BRA","Brazil","SMP","Skim milk powder (pw)","PC","Consumption per capita, kg","2019","2019",0.646383888,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2015","2015",555.4898186,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2016","2016",567.0509609,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2017","2017",579.189906,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2018","2018",590.3720572,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QP","Production, kt (for Biofuels in millions of litres)","2019","2019",602.4896447,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2015","2015",47.90883386,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2016","2016",48.92901982,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2017","2017",49.44064995,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2018","2018",50.50197275,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","IM","Imports, kt (for Biofuels in millions of litres)","2019","2019",51.5097005,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2015","2015",593.7824207,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2016","2016",606.6586946,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2017","2017",618.8113041,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2018","2018",630.4950605,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","QC","Consumption, kt (for Biofuels in millions of litres)","2019","2019",643.3282896,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2015","2015",9.616231795,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2016","2016",9.32128607,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2017","2017",9.819251903,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2018","2018",10.37896945,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","EX","Exports, kt (for Biofuels in millions of litres)","2019","2019",10.67105563,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2015","2015",-38.29260206,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2016","2016",-39.60773375,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2017","2017",-39.62139804,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2018","2018",-40.1230033,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","NT","Trade balance, kt (for Biofuels in millions of litres)","2019","2019",-40.83864487,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","FO","Food, kt","2015","2015",593.7824207,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","FO","Food, kt","2016","2016",606.6586946,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","FO","Food, kt","2017","2017",618.8113041,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","FO","Food, kt","2018","2018",630.4950605,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","FO","Food, kt","2019","2019",643.3282896,,
"BRA","Brazil","WMP","Wholemilk powder (pw)","PP","Producer price, local currency/t (for Biofuels local currency/ 100 litres)","2015","2015",6791.63922,,
